Car_label,original_label,BD_Label,Name_label,,,SUV = 8,Convertible = 1,Sedan = 6,Wagon = 10,Hatchback = 3,Sports Car = 7,Coupe = 2,Minivan = 4,Pickup = 5,Van = 9,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Pickup,,Pickup
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Sports Car,,Sports Car
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Van,,Van
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,Sedan,,Sedan
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
,,,,,,,,,,,,,,,,,,,,SUV,,SUV
,,,,,,,,,,,,,,,,,,,,Hatchback,,Hatchback
,,,,,,,,,,,,,,,,,,,,Coupe,,Coupe
